Date,RADT_0,RADT_1,RADT_2,RADT_3,average_RADT
1988-08-31,,0.3486666666666667,,,0.3486666666666667
1988-09-30,,0.391,,,0.391
1988-10-31,,0.24633333333333332,,,0.24633333333333332
1988-11-30,,0.17126666666666665,,,0.17126666666666665
1988-12-31,,0.072,,,0.072
1989-01-31,,0.213875,0.2352,,0.2225625
1989-02-28,,0.24360714285714286,0.2890357142857143,,0.26632142857142854
1989-03-31,,0.25566666666666665,185.54177419354838,,185.54291935483872
1989-04-30,,0.213,294.09029999999996,,255.75847826086957
1989-05-31,,0.41887096774193544,420.417625,,108.80677419354839
1989-06-30,,199.36633333333333,425.7142857142857,,371.79083333333335
1989-07-31,,,,,
1989-08-31,,0.3557272727272727,0.3523478260869565,,0.35093478260869565
1989-09-30,,0.33376666666666666,0.3396666666666667,,0.33671666666666666
1989-10-31,,0.23958064516129035,0.2918064516129032,,0.26569354838709675
1989-11-30,,0.16320833333333332,0.22193333333333334,,0.20173333333333335
1989-12-31,,0.17116666666666666,0.15383870967741936,,0.16896774193548386
1990-01-31,,0.13815384615384615,0.20858064516129032,,0.19058064516129034
1990-02-28,,0.20947619047619048,0.25760714285714287,,0.23785714285714285
1990-03-31,,0.22761290322580646,0.31973333333333337,,0.25412903225806455
1990-04-30,,0.3082,,0.5276666666666666,0.4279090909090909
1990-05-31,,,,0.3495161290322581,0.3495161290322581
1990-06-30,,0.27470370370370367,0.2605,0.3531,0.3172388888888889
1990-07-31,,0.22329032258064516,0.2674285714285714,0.33195652173913043,0.2703655913978495
1990-08-31,,0.203125,0.22895833333333335,0.21696774193548388,0.21491397849462365
1990-09-30,,,,0.20900000000000002,0.20900000000000002
1990-10-31,,0.128,0.17039285714285715,0.15538709677419354,0.16689247311827957
1990-11-30,,0.1254,0.15736666666666668,0.022724137931034484,0.10236111111111111
1990-12-31,,0.11038709677419355,0.13615789473684212,,0.11659677419354839
1991-01-31,,0.0885,0.11208695652173913,0.0007777777777777778,0.09200537634408602
1991-02-28,,0.09178571428571428,0.11866666666666666,-0.0018571428571428573,0.08874404761904763
1991-03-31,,0.0647741935483871,0.004857142857142857,,0.0462741935483871
1991-04-30,,0.0473125,0.001,-0.000375,0.017333333333333333
1991-05-31,,,0.0006774193548387097,0.0016451612903225807,0.0011612903225806453
1991-06-30,,,0.00046153846153846153,0.0021666666666666666,0.001966666666666667
1991-07-31,,,,0.0024193548387096775,0.0024193548387096775
1991-08-31,,,,0.0003548387096774193,0.0003548387096774193
1991-09-30,,,,-0.00020000000000000012,-0.00020000000000000012
1991-10-31,,,,0.005190476190476191,0.005190476190476191
1991-11-30,,,0.14241176470588238,,0.14241176470588238
1991-12-31,,,0.15222727272727274,,0.15222727272727274
1992-01-31,,0.1358888888888889,0.14241935483870968,,0.13811290322580647
1992-02-29,,0.16886206896551725,0.16184,,0.16844827586206895
1992-03-31,,0.20442105263157895,0.24276470588235294,,0.2212037037037037
1992-04-30,,0.2506333333333333,0.2516333333333333,,0.2511333333333333
1992-05-31,,0.2845161290322581,0.2931290322580645,,0.2888225806451613
1992-06-30,,0.2236,0.3461739130434783,,0.27165
1992-07-31,,0.25261290322580643,0.4357419354838709,,0.3441774193548387
1992-08-31,,0.2023548387096774,0.3669032258064516,,0.2846290322580645
1992-09-30,,0.21353333333333332,0.3424,,0.2779666666666667
1992-10-31,,0.15664516129032258,0.3011935483870968,,0.22891935483870968
1992-11-30,,0.1158,0.22383333333333333,,0.16981666666666667
1992-12-31,,0.12483870967741936,0.25025000000000003,,0.13906451612903226
1993-01-31,,0.13206451612903228,,,0.13206451612903228
1993-02-28,,0.14182142857142857,,,0.14182142857142857
1993-03-31,,0.14735483870967742,0.21438709677419354,,0.18087096774193548
1993-04-30,,0.2586,0.2624666666666667,0.2792777777777778,0.2626777777777778
1993-05-31,,0.2633225806451613,0.2593225806451613,0.2650322580645161,0.2625591397849462
1993-06-30,,0.2769333333333333,0.2940666666666667,0.2910333333333333,0.28734444444444446
1993-07-31,,0.24938709677419355,0.26996774193548384,0.2650322580645161,0.2614623655913978
1993-08-31,,0.21983870967741936,0.24393548387096775,0.23800000000000002,0.23392473118279572
1993-09-30,,0.20643333333333333,0.21116666666666667,0.21673333333333333,0.21144444444444446
1993-10-31,,0.15893548387096773,0.17693548387096775,0.17780645161290323,0.1712258064516129
1993-11-30,,0.13563333333333333,0.1459,0.15071428571428572,0.14363333333333334
1993-12-31,,0.12464516129032258,0.13451612903225807,0.1426774193548387,0.13394623655913981
1994-01-31,,0.12093548387096774,0.11541935483870967,0.12774193548387097,0.12136559139784946
1994-02-28,,0.13075,0.16724999999999998,0.16217857142857145,0.15339285714285714
1994-03-31,,0.2085483870967742,0.21545161290322581,0.19729032258064516,0.20709677419354838
1994-04-30,,0.22613333333333333,0.2427666666666667,0.24023333333333333,0.23637777777777777
1994-05-31,,0.26541935483870965,0.2824516129032258,0.2663225806451613,0.2713978494623656
1994-06-30,,0.25296,0.22846666666666668,0.2111333333333333,0.22981111111111113
1994-07-31,,0.21133333333333332,0.19593548387096774,0.15593548387096773,0.18590860215053764
1994-08-31,0.17996428571428572,0.11642857142857142,0.21706451612903227,0.18525806451612906,0.1890967741935484
1994-09-30,0.1966,0.093,0.16703333333333334,0.15940000000000001,0.15400833333333336
1994-10-31,0.16848387096774192,0.08580645161290323,0.17380645161290323,0.17325806451612905,0.15033870967741936
1994-11-30,0.12200000000000001,0.0673,0.12440000000000001,0.10623076923076923,0.10547777777777778
1994-12-31,0.12480645161290321,0.05870967741935484,0.10880645161290323,0.08351612903225807,0.09395967741935483
1995-01-31,0.13893548387096774,0.08445161290322581,0.13425806451612904,0.09538709677419355,0.11325806451612903
1995-02-28,0.19010714285714286,0.15296428571428572,0.18392857142857144,0.13178571428571428,0.16469642857142858
1995-03-31,0.2143225806451613,0.2845806451612903,0.21723333333333333,0.1610344827586207,0.2194758064516129
1995-04-30,0.2351,0.3670333333333333,0.22283333333333333,0.22684210526315793,0.26453611111111114
1995-05-31,0.28193548387096773,0.44748387096774195,0.28674193548387095,0.24893548387096773,0.3162741935483871
1995-06-30,0.20856666666666665,0.14736666666666667,0.22836666666666666,0.21559999999999999,0.19997499999999999
1995-07-31,0.1651290322580645,0.1589032258064516,0.23299999999999998,0.1816774193548387,0.1846774193548387
1995-08-31,0.2000357142857143,0.1612258064516129,0.23122580645161292,0.18238709677419354,0.19250537634408604
1995-09-30,0.17752941176470588,0.07596666666666667,0.19833333333333333,0.1825,0.15560555555555558
1995-10-31,0.09732258064516129,0.0223,0.15967741935483873,0.14372,0.12159677419354838
1995-11-30,0.13996666666666666,0.053649999999999996,0.1665,0.11092857142857142,0.12556111111111112
1995-12-31,0.11009677419354838,0.06103225806451613,0.1345806451612903,0.08909677419354839,0.0987016129032258
1996-01-31,0.15003225806451612,0.08919354838709678,0.1412258064516129,0.12158064516129033,0.12550806451612903
1996-02-29,0.20382758620689656,0.07796551724137932,0.2025862068965517,0.18882758620689655,0.16830172413793104
1996-03-31,0.22774193548387098,0.07070967741935484,0.22696774193548389,0.22067741935483873,0.18652419354838712
1996-04-30,0.21533333333333332,0.08607407407407407,0.26306666666666667,0.2547333333333333,0.2071333333333333
1996-05-31,0.19293548387096773,0.06503225806451612,0.25990322580645164,0.24338709677419354,0.19031451612903225
1996-06-30,0.20633333333333334,0.06483333333333334,0.24486666666666668,0.20803333333333332,0.18101666666666666
1996-07-31,0.1539032258064516,0.1711935483870968,0.2637096774193548,0.21619354838709678,0.20124999999999998
1996-08-31,0.1657741935483871,0.20664516129032257,0.20877419354838708,0.16396774193548388,0.18629032258064518
1996-09-30,0.16206666666666666,0.18513333333333334,0.17573333333333335,0.17723333333333333,0.17504166666666665
1996-10-31,0.09561290322580646,0.1355483870967742,0.16416129032258067,0.15658064516129033,0.13797580645161292
1996-11-30,0.09046666666666667,0.1195,0.1504,0.13843333333333332,0.1247
1996-12-31,0.0900909090909091,0.10493548387096775,0.14516129032258066,0.12321739130434783,0.11938172043010754
1997-01-31,0.10283870967741936,0.11141935483870968,0.1465806451612903,0.103,0.11617741935483872
1997-02-28,0.12832142857142856,0.13499999999999998,0.1715357142857143,0.10342857142857143,0.1345714285714286
1997-03-31,0.17225806451612902,0.1775483870967742,0.21048387096774196,0.1318709677419355,0.17304032258064517
1997-04-30,0.1662,0.18266666666666667,0.21276666666666666,0.17350000000000002,0.18378333333333333
1997-05-31,0.18358064516129033,0.21754838709677418,0.25329032258064516,0.22983870967741934,0.22106451612903225
1997-06-30,0.16896666666666665,0.21253333333333335,0.24296666666666666,0.2064,0.20771666666666666
1997-07-31,0.18251612903225808,0.20974193548387096,0.2561290322580645,0.17751612903225808,0.20647580645161293
1997-08-31,0.15722580645161288,0.17896774193548387,0.18764516129032258,0.13712903225806453,0.16524193548387095
1997-09-30,0.13226666666666667,0.15193333333333334,0.1623666666666667,0.1673333333333333,0.153475
1997-10-31,0.12683870967741936,0.15003225806451612,0.19664516129032258,0.16564516129032258,0.15979032258064516
1997-11-30,0.07096666666666666,0.1129,0.1259,0.09426666666666667,0.10100833333333334
1997-12-31,0.05970967741935484,0.09374193548387097,0.125,0.061258064516129036,0.08492741935483872
1998-01-31,0.07825806451612903,0.07848387096774193,0.13174193548387095,0.06525806451612903,0.08843548387096774
1998-02-28,0.12267857142857143,0.08910714285714286,0.159,0.12646428571428572,0.1243125
1998-03-31,0.17003225806451613,0.17370967741935484,0.21929032258064515,0.2075483870967742,0.19264516129032258
1998-04-30,0.19403333333333334,0.20156666666666664,0.2554,0.21526666666666666,0.21656666666666666
1998-05-31,0.18574193548387097,0.2228709677419355,0.2709677419354839,0.23429032258064517,0.2284677419354839
1998-06-30,0.18773333333333334,0.23026666666666668,0.2793333333333334,0.24946666666666667,0.2367
1998-07-31,0.11480645161290323,0.18125806451612902,0.23674193548387096,0.2095483870967742,0.18558870967741933
1998-08-31,0.10964516129032258,0.1767741935483871,0.22438709677419355,0.18564516129032257,0.17411290322580644
1998-09-30,0.10086206896551725,0.1052,0.14279999999999998,0.16849999999999998,0.12999444444444444
1998-10-31,0.013741935483870968,0.12216129032258065,0.1674516129032258,0.16522222222222224,0.11498924731182796
1998-11-30,0.0,0.07913333333333333,0.15033333333333335,0.11492,0.08050833333333333
1998-12-31,0.005419354838709678,0.10763333333333333,0.15230000000000002,0.08361290322580646,0.07150806451612904
1999-01-31,0.13106451612903225,0.10364516129032258,0.17580645161290323,0.08525806451612902,0.12394354838709677
1999-02-28,0.17810714285714285,0.15724999999999997,0.18239285714285716,0.12103571428571427,0.15969642857142857
1999-03-31,0.24158064516129032,0.2200967741935484,0.22848387096774195,0.15732258064516128,0.2118709677419355
1999-04-30,0.26333333333333336,0.267,0.2535,0.17333333333333334,0.23929166666666665
1999-05-31,0.275,0.2840967741935484,0.24658064516129033,0.21883870967741934,0.2561290322580645
1999-06-30,0.20306666666666665,0.22426666666666667,0.21836666666666668,0.207,0.213175
1999-07-31,0.21416129032258066,0.26703225806451614,0.23983870967741938,0.17948387096774193,0.22512903225806452
1999-08-31,0.1716774193548387,0.2204193548387097,0.17600000000000002,0.1593225806451613,0.18185483870967742
1999-09-30,0.13136666666666666,0.16553333333333334,0.1456,0.16360000000000002,0.151525
1999-10-31,0.12251612903225807,0.1349677419354839,0.1315806451612903,0.15287096774193548,0.13548387096774195
