year,month,time_x,lat,lon,monthly_avg_tp,Rainfall_cm_0,Rainfall_cm_1,Rainfall_cm_2,Rainfall_cm_3,monthly_avg_observed,time_y,obs_Rainfall_mm,Forecast_Rainfall_mm
1991,12,1991-12-01,26.925,-80.85,0.00038059381833333337,,0.02794,0.0034636363636363636,,0.008081818181818178,1991-12-16 00:00:00,0.08081818181818178,0.3805938183333334
1992,1,1992-01-01,26.925,-80.85,0.0011684629166666667,,0.07525925925925926,0.07456129032258065,,0.07415161290322582,1992-01-16 00:00:00,0.7415161290322582,1.1684629166666667
1992,2,1992-02-01,26.925,-80.85,0.0011889104166666667,,0.2925379310344828,0.23998620689655173,,0.26626206896551724,1992-02-15 00:00:00,2.6626206896551725,1.1889104166666666
1992,3,1992-03-01,26.925,-80.85,0.0011892793666666665,,0.06951578947368421,0.14748387096774193,,0.1257709677419355,1992-03-16 00:00:00,1.257709677419355,1.1892793666666666
1992,4,1992-04-01,26.925,-80.85,0.0018360596166666666,,0.14393333333333336,0.22606,,0.18499666666666667,1992-04-15 12:00:00,1.8499666666666668,1.8360596166666667
1992,5,1992-05-01,26.925,-80.85,0.00040954701166666667,,0.019878260869565217,0.0802967741935484,,0.08111612903225807,1992-05-16 00:00:00,0.8111612903225807,0.4095470116666667
1992,6,1992-06-01,26.925,-80.85,0.010818453,,0.23706666666666668,0.09482666666666667,,0.16594666666666666,1992-06-15 12:00:00,1.6594666666666666,10.818453
1992,7,1992-07-01,26.925,-80.85,0.0021619052333333335,,0.005735483870967741,0.020483870967741936,,0.013109677419354834,1992-07-16 00:00:00,0.13109677419354834,2.1619052333333335
1992,8,1992-08-01,26.925,-80.85,0.0056424588,,0.06145161290322581,1.1421533333333334,,0.5833806451612904,1992-08-16 00:00:00,5.8338064516129045,5.6424588
1992,9,1992-09-01,26.925,-80.85,0.0038136721833333335,,0.03048,,,0.03048,1992-09-15 12:00:00,0.3048,3.8136721833333334
1992,10,1992-10-01,26.925,-80.85,0.0008045761700000001,,0.013109677419354837,,,0.013109677419354837,1992-10-16 00:00:00,0.13109677419354837,0.80457617
1992,11,1992-11-01,26.925,-80.85,0.0022601802833333334,,0.01778,,,0.01778,1992-11-15 12:00:00,0.1778,2.2601802833333333
1992,12,1992-12-01,26.925,-80.85,0.000224648225,,0.0024580645161290326,0.0,,0.0024580645161290326,1992-12-16 00:00:00,0.024580645161290327,0.224648225
1993,1,1993-01-01,26.925,-80.85,0.004478827116666666,,0.019664516129032257,,,0.019664516129032257,1993-01-16 00:00:00,0.19664516129032256,4.478827116666666
1993,2,1993-02-01,26.925,-80.85,0.0016133482,,0.32929285714285716,,,0.32929285714285716,1993-02-14 12:00:00,3.292928571428572,1.6133482
1993,3,1993-03-01,26.925,-80.85,0.0035999739666666662,,0.2933290322580645,0.27694193548387097,,0.28513548387096777,1993-03-16 00:00:00,2.8513548387096774,3.599973966666666
1993,4,1993-04-01,26.925,-80.85,0.0009046761950000001,,0.3107266666666667,0.19727333333333333,0.10583333333333333,0.21491222222222223,1993-04-15 12:00:00,2.149122222222222,0.9046761950000001
1993,5,1993-05-01,26.925,-80.85,0.0014748960333333333,,0.29742580645161293,0.41459354838709683,0.3334774193548387,0.3484989247311828,1993-05-16 00:00:00,3.4849892473118285,1.4748960333333334
1993,6,1993-06-01,26.925,-80.85,0.0021004843666666668,,0.5588,0.3928533333333333,0.17271999999999998,0.37479111111111113,1993-06-15 12:00:00,3.747911111111111,2.1004843666666666
1993,7,1993-07-01,26.925,-80.85,0.0036166439166666667,,0.6186129032258064,0.1016,0.09996129032258065,0.2733913978494623,1993-07-16 00:00:00,2.7339139784946234,3.616643916666667
1993,8,1993-08-01,26.925,-80.85,0.00424851465,,0.5424129032258065,0.21630967741935486,0.2646516129032258,0.3411247311827957,1993-08-16 00:00:00,3.4112473118279567,4.24851465
1993,9,1993-09-01,26.925,-80.85,0.004303566266666667,,0.7620000000000001,0.6104466666666667,0.5528733333333334,0.6417733333333333,1993-09-15 12:00:00,6.417733333333333,4.303566266666667
1993,10,1993-10-01,26.925,-80.85,0.00483037405,,0.4907935483870968,0.3482258064516129,0.30316129032258066,0.38072688172043007,1993-10-16 00:00:00,3.8072688172043008,4.83037405
1993,11,1993-11-01,26.925,-80.85,0.0006955302433333333,,0.09990666666666667,0.10668000000000001,0.11345333333333334,0.10667999999999997,1993-11-15 12:00:00,1.0667999999999997,0.6955302433333332
1993,12,1993-12-01,26.925,-80.85,0.0006683938383333334,,0.11552903225806452,0.06390967741935484,0.046703225806451615,0.07538064516129031,1993-12-16 00:00:00,0.753806451612903,0.6683938383333334
1994,1,1994-01-01,26.925,-80.85,0.002296283516666667,,0.2884129032258064,0.22778064516129035,0.26301290322580645,0.25973548387096773,1994-01-16 00:00:00,2.5973548387096774,2.296283516666667
1994,2,1994-02-01,26.925,-80.85,0.002784709466666667,,0.34925,0.17507857142857144,0.22769285714285717,0.2506738095238095,1994-02-14 12:00:00,2.506738095238095,2.784709466666667
1994,3,1994-03-01,26.925,-80.85,0.0018714499500000002,,0.3850967741935484,0.3162709677419355,0.27120645161290324,0.3241913978494624,1994-03-16 00:00:00,3.241913978494624,1.8714499500000001
1994,4,1994-04-01,26.925,-80.85,0.0018447942333333332,,0.15748,0.07450666666666667,0.08382,0.10526888888888887,1994-04-15 12:00:00,1.0526888888888888,1.8447942333333331
1994,5,1994-05-01,26.925,-80.85,0.002845116983333333,,0.3883741935483871,0.21712903225806454,0.2982451612903226,0.30124946236559136,1994-05-16 00:00:00,3.012494623655914,2.845116983333333
1994,6,1994-06-01,26.925,-80.85,0.005881301966666666,,0.9866923076923076,0.56134,0.4064,0.6347177777777777,1994-06-15 12:00:00,6.347177777777777,5.881301966666666
1994,7,1994-07-01,26.925,-80.85,0.004925569616666667,,0.4690533333333333,0.4326193548387097,0.31790967741935483,0.3896032258064516,1994-07-16 00:00:00,3.8960322580645164,4.9255696166666665
1994,8,1994-08-01,26.925,-80.85,0.00450254635,0.7447642857142858,0.11571111111111113,0.7308645161290322,0.5227483870967743,0.6468123655913979,1994-08-16 00:00:00,6.4681236559139785,4.50254635
1994,9,1994-09-01,26.925,-80.85,0.00694598635,0.28363333333333335,0.4783666666666667,0.66548,0.51308,0.48514,1994-09-15 12:00:00,4.8514,6.94598635
1994,10,1994-10-01,26.925,-80.85,0.0025839872,0.3228258064516129,0.24252903225806452,0.22696129032258064,0.12618064516129032,0.2296241935483871,1994-10-16 00:00:00,2.296241935483871,2.5839871999999997
1994,11,1994-11-01,26.925,-80.85,0.0025417481833333332,0.4707466666666667,0.18796,0.31665333333333334,0.40542307692307694,0.33168166666666665,1994-11-15 12:00:00,3.3168166666666665,2.541748183333333
1994,12,1994-12-01,26.925,-80.85,0.00250795795,0.2212258064516129,0.2867741935483871,0.34904516129032254,0.376083870967742,0.3082822580645161,1994-12-16 00:00:00,3.082822580645161,2.50795795
1995,1,1995-01-01,26.925,-80.85,0.002969173566666667,0.005644444444444444,0.20074193548387095,0.1786193548387097,0.16550967741935485,0.16967473118279572,1995-01-16 00:00:00,1.6967473118279572,2.969173566666667
1995,2,1995-02-01,26.925,-80.85,0.00144560985,0.14514285714285716,0.2921,0.06894285714285715,0.14332857142857144,0.16237857142857143,1995-02-14 12:00:00,1.6237857142857144,1.4456098499999999
1995,3,1995-03-01,26.925,-80.85,0.0023347145999999997,0.28349677419354835,0.24252903225806455,0.0,0.45544827586206893,0.27864892473118275,1995-03-16 00:00:00,2.7864892473118275,2.3347146
1995,4,1995-04-01,26.925,-80.85,0.003843311566666667,0.22013333333333335,0.20574,0.0,0.14838947368421052,0.15190611111111113,1995-04-15 12:00:00,1.5190611111111112,3.843311566666667
1995,5,1995-05-01,26.925,-80.85,0.0009661227666666666,0.09176774193548386,0.30398064516129036,0.0,0.21630967741935483,0.15301451612903227,1995-05-16 00:00:00,1.5301451612903227,0.9661227666666666
1995,6,1995-06-01,26.925,-80.85,0.0061732642666666665,0.9741647058823529,0.4826,0.0,0.34713333333333335,0.3620911111111111,1995-06-15 12:00:00,3.620911111111111,6.173264266666666
1995,7,1995-07-01,26.925,-80.85,0.005318259200000001,0.44572903225806454,0.5334,0.0,0.0,0.46498387096774196,1995-07-16 00:00:00,4.64983870967742,5.318259200000001
1995,8,1995-08-01,26.925,-80.85,0.006077519333333333,0.6731,0.5096387096774193,,,0.5854290322580645,1995-08-16 00:00:00,5.8542903225806455,6.077519333333333
1995,9,1995-09-01,26.925,-80.85,0.00489548215,0.2384777777777778,0.5647266666666667,,,0.58039,1995-09-15 12:00:00,5.8039,4.89548215
1995,10,1995-10-01,26.925,-80.85,0.00606376925,0.7988709677419356,0.898832258064516,,,0.8488516129032257,1995-10-16 00:00:00,8.488516129032257,6.06376925
1995,11,1995-11-01,26.925,-80.85,0.0005920994316666666,0.05249333333333333,0.044873333333333335,0.013758333333333332,0.011641666666666666,0.031749999999999994,1995-11-15 12:00:00,0.31749999999999995,0.5920994316666666
1995,12,1995-12-01,26.925,-80.85,0.0007156551266666667,0.038509677419354835,0.026219354838709675,0.039329032258064514,0.037690322580645155,0.03543709677419354,1995-12-16 00:00:00,0.3543709677419354,0.7156551266666666
1996,1,1996-01-01,26.925,-80.85,0.0034820557833333335,0.11061290322580646,0.14092903225806452,0.21139354838709676,0.19500645161290323,0.16448548387096776,1996-01-16 00:00:00,1.6448548387096775,3.4820557833333337
1996,2,1996-02-01,26.925,-80.85,0.0003769625133333333,0.053427586206896555,0.04116551724137931,0.024524137931034484,0.09284137931034483,0.05298965517241378,1996-02-15 00:00:00,0.5298965517241379,0.3769625133333333
1996,3,1996-03-01,26.925,-80.85,0.0040189447,0.49489032258064514,0.5415935483870968,0.3941096774193548,0.4047612903225806,0.45883870967741935,1996-03-16 00:00:00,4.588387096774193,4.0189447
1996,4,1996-04-01,26.925,-80.85,0.0018700422499999998,0.12276666666666668,0.06773333333333333,0.14647333333333332,0.11853333333333334,0.11225388888888889,1996-04-15 12:00:00,1.122538888888889,1.8700422499999998
1996,5,1996-05-01,26.925,-80.85,0.0037590673166666665,0.3170903225806452,0.31463225806451617,0.4555612903225807,0.35314193548387096,0.3601064516129032,1996-05-16 00:00:00,3.601064516129032,3.7590673166666666
1996,6,1996-06-01,26.925,-80.85,0.005568095783333333,0.7349066666666667,0.7857066666666667,0.5037666666666667,0.62992,0.6635749999999999,1996-06-15 12:00:00,6.635749999999999,5.568095783333334
1996,7,1996-07-01,26.925,-80.85,0.00241943255,0.20401935483870967,0.31463225806451617,0.4785032258064516,0.35068387096774195,0.33695967741935484,1996-07-16 00:00:00,3.3695967741935484,2.41943255
1996,8,1996-08-01,26.925,-80.85,0.003531922433333333,0.4031225806451613,0.16469032258064517,0.19664516129032258,0.3441290322580645,0.2771467741935484,1996-08-16 00:00:00,2.771467741935484,3.531922433333333
1996,9,1996-09-01,26.925,-80.85,0.003366566783333333,0.14901333333333336,0.22013333333333338,0.09059333333333333,0.11345333333333334,0.14329833333333333,1996-09-15 12:00:00,1.4329833333333333,3.366566783333333
1996,10,1996-10-01,26.925,-80.85,0.003414702816666667,0.3007032258064516,0.18763225806451614,0.3662516129032258,0.2474451612903226,0.275508064516129,1996-10-16 00:00:00,2.75508064516129,3.414702816666667
1996,11,1996-11-01,26.925,-80.85,0.0002230286566666667,0.03471333333333334,0.03217333333333334,0.18372666666666665,0.39962666666666663,0.16255999999999998,1996-11-15 12:00:00,1.6256,0.22302865666666669
1996,12,1996-12-01,26.925,-80.85,0.0004653999733333334,0.0032774193548387094,0.038509677419354835,0.017206451612903226,0.15571304347826087,0.04369892473118279,1996-12-16 00:00:00,0.43698924731182787,0.4653999733333334
1997,1,1997-01-01,26.925,-80.85,0.0013239999,0.07783870967741935,0.04424516129032258,0.09258709677419355,0.06604,0.06964516129032258,1997-01-16 00:00:00,0.6964516129032259,1.3239999
1997,2,1997-02-01,26.925,-80.85,0.0011661719333333333,0.019957142857142857,0.05261428571428572,0.06259285714285714,0.03719285714285714,0.04308928571428571,1997-02-14 12:00:00,0.43089285714285713,1.1661719333333334
1997,3,1997-03-01,26.925,-80.85,0.0011354073499999999,0.21794838709677422,0.1048774193548387,0.13683225806451613,0.1122516129032258,0.14297741935483874,1997-03-16 00:00:00,1.4297741935483874,1.13540735
1997,4,1997-04-01,26.925,-80.85,0.003945491416666666,0.5858933333333333,0.34713333333333335,0.3302,0.44196,0.42629666666666666,1997-04-15 12:00:00,4.262966666666666,3.945491416666666
1997,5,1997-05-01,26.925,-80.85,0.00241811995,0.25809677419354843,0.4170516129032258,0.30316129032258066,0.23433548387096775,0.30316129032258066,1997-05-16 00:00:00,3.0316129032258066,2.41811995
1997,6,1997-06-01,26.925,-80.85,0.005911972383333333,0.39285333333333333,0.40386,0.6138333333333333,0.5808133333333334,0.49784,1997-06-15 12:00:00,4.9784,5.911972383333333
1997,7,1997-07-01,26.925,-80.85,0.0038871801,0.4334387096774194,0.5243870967741936,0.23187741935483872,0.14256774193548388,0.33306774193548383,1997-07-16 00:00:00,3.3306774193548385,3.8871801
1997,8,1997-08-01,26.925,-80.85,0.004891579333333333,0.28431612903225806,0.34003225806451615,0.5088193548387097,0.1335548387096774,0.3166806451612903,1997-08-16 00:00:00,3.166806451612903,4.8915793333333335
1997,9,1997-09-01,26.925,-80.85,0.0046755932499999995,0.30395333333333335,0.2421466666666667,0.38777333333333336,0.5376333333333334,0.3678766666666667,1997-09-15 12:00:00,3.6787666666666667,4.6755932499999995
1997,10,1997-10-01,26.925,-80.85,0.0007201877133333334,0.04588387096774194,0.06390967741935484,0.08849032258064515,0.02212258064516129,0.05510161290322581,1997-10-16 00:00:00,0.551016129032258,0.7201877133333334
1997,11,1997-11-01,26.925,-80.85,0.0028027630333333337,0.41994666666666663,0.22860000000000003,0.22182666666666667,0.17610666666666666,0.26162,1997-11-15 12:00:00,2.6162,2.8027630333333335
1997,12,1997-12-01,26.925,-80.85,0.004192754683333333,0.31790967741935483,0.13929032258064517,0.3359354838709677,0.2253225806451613,0.2546145161290323,1997-12-16 00:00:00,2.546145161290323,4.192754683333334
1998,1,1998-01-01,26.925,-80.85,0.0016297860999999999,0.1376516129032258,0.09914193548387097,0.16550967741935485,0.10733548387096774,0.12740967741935483,1998-01-16 00:00:00,1.2740967741935483,1.6297860999999998
1998,2,1998-02-01,26.925,-80.85,0.004732742916666667,0.5578928571428572,0.47625,0.5043714285714286,0.8000999999999999,0.5846535714285714,1998-02-14 12:00:00,5.846535714285714,4.732742916666667
1998,3,1998-03-01,26.925,-80.85,0.002349756033333333,0.4416322580645161,0.046703225806451615,0.41705161290322584,0.39820645161290324,0.32589838709677416,1998-03-16 00:00:00,3.2589838709677417,2.349756033333333
1998,4,1998-04-01,26.925,-80.85,0.0008300482366666666,0.04402666666666667,0.02878666666666667,0.04572,0.054186666666666675,0.04318,1998-04-15 12:00:00,0.4318,0.8300482366666666
1998,5,1998-05-01,26.925,-80.85,0.0010799201483333335,0.1048774193548387,0.09422580645161291,0.037690322580645155,0.05653548387096774,0.07333225806451613,1998-05-16 00:00:00,0.7333225806451613,1.0799201483333336
1998,6,1998-06-01,26.925,-80.85,0.00111032254,0.19727333333333336,0.055880000000000006,0.1651,0.27093333333333336,0.17229666666666665,1998-06-15 12:00:00,1.7229666666666665,1.1103225399999999
1998,7,1998-07-01,26.925,-80.85,0.0043897232999999996,0.33101935483870965,0.39492903225806447,0.2802193548387097,0.3007032258064516,0.32671774193548386,1998-07-16 00:00:00,3.2671774193548386,4.3897233
1998,8,1998-08-01,26.925,-80.85,0.003889333933333333,0.7488903225806451,0.7996903225806452,0.5628967741935483,0.6620387096774193,0.6933790322580645,1998-08-16 00:00:00,6.933790322580645,3.889333933333333
