time,lat,lon,tp
1997-04-01,27.05,-81.1,0.0037352634
1997-04-01,26.8,-81.1,0.0037337956
1997-04-01,27.05,-80.85,0.0039888215
1997-04-01,26.8,-80.85,0.003982615
1997-04-01,27.05,-80.6,0.0041034115
1997-04-01,26.8,-80.6,0.0041290415
1997-05-01,27.05,-81.1,0.002839577
1997-05-01,26.8,-81.1,0.0029481468
1997-05-01,27.05,-80.85,0.0021616188
1997-05-01,26.8,-80.85,0.002250534
1997-05-01,27.05,-80.6,0.0020148424
1997-05-01,26.8,-80.6,0.0022940007
1997-06-01,27.05,-81.1,0.006280374
1997-06-01,26.8,-81.1,0.00663219
1997-06-01,27.05,-80.85,0.0053179674
1997-06-01,26.8,-80.85,0.0059440546
1997-06-01,27.05,-80.6,0.0047980063
1997-06-01,26.8,-80.6,0.006499242
1997-07-01,27.05,-81.1,0.0052637593
1997-07-01,26.8,-81.1,0.005485727
1997-07-01,27.05,-80.85,0.0029423968
1997-07-01,26.8,-80.85,0.0032807724
1997-07-01,27.05,-80.6,0.0025274293
1997-07-01,26.8,-80.6,0.0038229958
1997-08-01,27.05,-81.1,0.0059707016
1997-08-01,26.8,-81.1,0.005967483
1997-08-01,27.05,-80.85,0.004371926
1997-08-01,26.8,-80.85,0.004460618
1997-08-01,27.05,-80.6,0.003993079
1997-08-01,26.8,-80.6,0.0045856684
1997-09-01,27.05,-81.1,0.0045882873
1997-09-01,26.8,-81.1,0.004863184
1997-09-01,27.05,-80.85,0.004558932
1997-09-01,26.8,-80.85,0.0047772042
1997-09-01,27.05,-80.6,0.004137587
1997-09-01,26.8,-80.6,0.005128365
1997-10-01,27.05,-81.1,0.000746144
1997-10-01,26.8,-81.1,0.00068130344
1997-10-01,27.05,-80.85,0.0007362291
1997-10-01,26.8,-80.85,0.0006496087
1997-10-01,27.05,-80.6,0.00076595694
1997-10-01,26.8,-80.6,0.0007418841
1997-11-01,27.05,-81.1,0.0032563296
1997-11-01,26.8,-81.1,0.003141367
1997-11-01,27.05,-80.85,0.002799907
1997-11-01,26.8,-80.85,0.0026217785
1997-11-01,27.05,-80.6,0.0025641557
1997-11-01,26.8,-80.6,0.0024330404
1997-12-01,27.05,-81.1,0.0040458515
1997-12-01,26.8,-81.1,0.004153535
1997-12-01,27.05,-80.85,0.0041800737
1997-12-01,26.8,-80.85,0.0042679533
1997-12-01,27.05,-80.6,0.0041565076
1997-12-01,26.8,-80.6,0.004352607
1998-01-01,27.05,-81.1,0.0015890873
1998-01-01,26.8,-81.1,0.0017693839
1998-01-01,27.05,-80.85,0.0014891899
1998-01-01,26.8,-80.85,0.0016846485
1998-01-01,27.05,-80.6,0.0015869266
1998-01-01,26.8,-80.6,0.0016594804
1998-02-01,27.05,-81.1,0.0045960136
1998-02-01,26.8,-81.1,0.0045372285
1998-02-01,27.05,-80.85,0.004996378
1998-02-01,26.8,-80.85,0.0049256347
1998-02-01,27.05,-80.6,0.0046725683
1998-02-01,26.8,-80.6,0.0046686344
1998-03-01,27.05,-81.1,0.0022402983
1998-03-01,26.8,-81.1,0.002139641
1998-03-01,27.05,-80.85,0.002446195
1998-03-01,26.8,-80.85,0.0023647975
1998-03-01,27.05,-80.6,0.0024558734
1998-03-01,26.8,-80.6,0.002451731
1998-04-01,27.05,-81.1,0.0007143519
1998-04-01,26.8,-81.1,0.00067978865
1998-04-01,27.05,-80.85,0.0007669679
1998-04-01,26.8,-80.85,0.00079813367
1998-04-01,27.05,-80.6,0.0009918413
1998-04-01,26.8,-80.6,0.001029206
1998-05-01,27.05,-81.1,0.0013412468
1998-05-01,26.8,-81.1,0.0013656549
1998-05-01,27.05,-80.85,0.0009736798
1998-05-01,26.8,-80.85,0.0009909503
1998-05-01,27.05,-80.6,0.00094821374
1998-05-01,26.8,-80.6,0.00085977535
1998-06-01,27.05,-81.1,0.0015920249
1998-06-01,26.8,-81.1,0.0014726368
1998-06-01,27.05,-80.85,0.00082483864
1998-06-01,26.8,-80.85,0.0008880792
1998-06-01,27.05,-80.6,0.0008086709
1998-06-01,26.8,-80.6,0.0010756848
1998-07-01,27.05,-81.1,0.0055540404
