year,month,time_x,lat,lon,monthly_avg_temp,AirT_0,AirT_1,AirT_2,AirT_3,monthly_avg_observed,time_y,obs_Temp,Forecast_Temp
1992,6,1992-06-01,26.925,-80.85,299.52403666666663,,26.686666666666667,26.606956521739132,,26.7385,1992-06-15 12:00:00,26.7385,26.374036666666655
1992,7,1992-07-01,26.925,-80.85,301.19215833333334,,28.371290322580645,28.46677419354839,,28.419032258064515,1992-07-16 00:00:00,28.419032258064515,28.04215833333336
1992,8,1992-08-01,26.925,-80.85,300.26179833333333,,27.258387096774193,27.251290322580644,,27.25483870967742,1992-08-16 00:00:00,27.25483870967742,27.111798333333354
1992,9,1992-09-01,26.925,-80.85,300.0009066666667,,27.457666666666668,27.260666666666665,,27.359166666666667,1992-09-15 12:00:00,27.359166666666667,26.85090666666673
1992,10,1992-10-01,26.925,-80.85,297.60320333333334,,23.877741935483872,24.39032258064516,,24.134032258064515,1992-10-16 00:00:00,24.134032258064515,24.453203333333363
1992,11,1992-11-01,26.925,-80.85,296.05395,,22.063333333333333,22.46333333333333,,22.263333333333332,1992-11-15 12:00:00,22.263333333333332,22.90395000000001
1992,12,1992-12-01,26.925,-80.85,293.1104433333333,,19.02064516129032,18.5225,,19.089354838709678,1992-12-16 00:00:00,19.089354838709678,19.96044333333333
1993,1,1993-01-01,26.925,-80.85,293.924175,,20.588387096774195,,,20.588387096774195,1993-01-16 00:00:00,20.588387096774195,20.774175000000014
1993,2,1993-02-01,26.925,-80.85,291.12476666666663,,17.532857142857143,,,17.532857142857143,1993-02-14 12:00:00,17.532857142857143,17.974766666666653
1993,3,1993-03-01,26.925,-80.85,292.60437333333334,,19.403870967741934,19.458709677419357,,19.431290322580644,1993-03-16 00:00:00,19.431290322580644,19.454373333333365
1993,4,1993-04-01,26.925,-80.85,294.81827333333337,,21.294,21.495,22.03222222222222,21.492833333333333,1993-04-15 12:00:00,21.492833333333333,21.66827333333339
1993,5,1993-05-01,26.925,-80.85,298.1817433333333,,24.41548387096774,24.278709677419354,24.726129032258065,24.473440860215053,1993-05-16 00:00:00,24.473440860215053,25.03174333333334
1993,6,1993-06-01,26.925,-80.85,300.629145,,27.083000000000002,26.985333333333333,27.42866666666667,27.165666666666667,1993-06-15 12:00:00,27.165666666666667,27.479145000000017
1993,7,1993-07-01,26.925,-80.85,301.51256,,27.97193548387097,28.136129032258065,28.63741935483871,28.248494623655915,1993-07-16 00:00:00,28.248494623655915,28.36256000000003
1993,8,1993-08-01,26.925,-80.85,300.96981166666666,,27.680967741935483,27.837741935483873,28.350967741935484,27.956559139784947,1993-08-16 00:00:00,27.956559139784947,27.81981166666668
1993,9,1993-09-01,26.925,-80.85,300.2642183333333,,27.429,27.404,27.956666666666667,27.596555555555554,1993-09-15 12:00:00,27.596555555555554,27.114218333333326
1993,10,1993-10-01,26.925,-80.85,298.10462,,25.069032258064517,25.551612903225806,25.893870967741936,25.50483870967742,1993-10-16 00:00:00,25.50483870967742,24.954620000000034
1993,11,1993-11-01,26.925,-80.85,295.5999583333333,,21.62633333333333,22.12933333333333,22.479642857142856,22.129944444444444,1993-11-15 12:00:00,22.129944444444444,22.449958333333313
1993,12,1993-12-01,26.925,-80.85,291.43903166666666,,16.789354838709677,17.480967741935483,17.921290322580642,17.397204301075266,1993-12-16 00:00:00,17.397204301075266,18.289031666666688
1994,1,1994-01-01,26.925,-80.85,292.2363183333333,,16.785714285714285,17.850322580645162,18.21451612903226,17.81021505376344,1994-01-16 00:00:00,17.81021505376344,19.086318333333338
1994,2,1994-02-01,26.925,-80.85,294.09665,,20.893214285714286,20.787857142857142,21.330000000000002,21.003690476190478,1994-02-14 12:00:00,21.003690476190478,20.946650000000034
1994,3,1994-03-01,26.925,-80.85,294.583135,,20.881612903225808,21.187741935483874,21.62451612903226,21.231290322580644,1994-03-16 00:00:00,21.231290322580644,21.43313500000005
1994,4,1994-04-01,26.925,-80.85,297.222555,,24.264333333333333,24.327333333333335,24.926,24.505888888888887,1994-04-15 12:00:00,24.505888888888887,24.072555000000023
1994,5,1994-05-01,26.925,-80.85,298.8437866666667,,25.372903225806454,25.641290322580645,26.268064516129034,25.76075268817204,1994-05-16 00:00:00,25.76075268817204,25.69378666666671
1994,6,1994-06-01,26.925,-80.85,300.24185,,27.65,27.319000000000003,28.061,27.634,1994-06-15 12:00:00,27.634,27.091850000000022
1994,7,1994-07-01,26.925,-80.85,300.086095,,27.91611111111111,27.37290322580645,28.258709677419354,27.840591397849465,1994-07-16 00:00:00,27.840591397849465,26.936095000000023
1994,8,1994-08-01,26.925,-80.85,299.918945,27.72714285714286,27.139,27.229032258064517,28.05806451612903,27.654999999999998,1994-08-16 00:00:00,27.654999999999998,26.76894500000003
1994,9,1994-09-01,26.925,-80.85,299.26009166666665,26.782,26.90266666666667,26.718666666666664,27.595000000000002,26.99958333333333,1994-09-15 12:00:00,26.99958333333333,26.110091666666676
1994,10,1994-10-01,26.925,-80.85,297.94725999999997,25.654193548387095,25.570967741935487,25.573548387096775,26.39322580645161,25.79798387096774,1994-10-16 00:00:00,25.79798387096774,24.797259999999994
1994,11,1994-11-01,26.925,-80.85,296.475275,24.36733333333333,23.524333333333335,23.611333333333334,24.169615384615383,23.940333333333335,1994-11-15 12:00:00,23.940333333333335,23.325275000000033
1994,12,1994-12-01,26.925,-80.85,293.1885066666667,19.840967741935483,19.84193548387097,20.03806451612903,20.65096774193548,20.092983870967743,1994-12-16 00:00:00,20.092983870967743,20.038506666666706
1995,1,1995-01-01,26.925,-80.85,290.48420500000003,16.64290322580645,16.936129032258062,17.0,17.543225806451613,17.030564516129033,1995-01-16 00:00:00,17.030564516129033,17.334205000000054
1995,2,1995-02-01,26.925,-80.85,290.85026666666664,17.342499999999998,17.489642857142858,17.290357142857143,17.853928571428572,17.494107142857143,1995-02-14 12:00:00,17.494107142857143,17.700266666666664
1995,3,1995-03-01,26.925,-80.85,294.1815433333333,20.901935483870968,21.14483870967742,21.004666666666665,21.355862068965518,21.15518817204301,1995-03-16 00:00:00,21.15518817204301,21.03154333333333
1995,4,1995-04-01,26.925,-80.85,296.55011333333334,23.733,23.826,23.673333333333336,25.17473684210526,23.843611111111112,1995-04-15 12:00:00,23.843611111111112,23.400113333333366
1995,5,1995-05-01,26.925,-80.85,300.15598833333337,27.089354838709678,27.219354838709677,26.89483870967742,27.65838709677419,27.215483870967745,1995-05-16 00:00:00,27.215483870967745,27.00598833333339
1995,6,1995-06-01,26.925,-80.85,299.8489016666667,27.096999999999998,26.998333333333335,26.738,27.497666666666664,27.08275,1995-06-15 12:00:00,27.08275,26.6989016666667
1995,7,1995-07-01,26.925,-80.85,300.56334666666663,27.949677419354842,27.874193548387098,27.470000000000002,28.35516129032258,27.912258064516127,1995-07-16 00:00:00,27.912258064516127,27.413346666666655
1995,8,1995-08-01,26.925,-80.85,300.6647933333333,28.171785714285715,28.320967741935487,27.92032258064516,28.798709677419353,28.31475806451613,1995-08-16 00:00:00,28.31475806451613,27.51479333333333
1995,9,1995-09-01,26.925,-80.85,300.04725,28.21777777777778,27.985333333333333,27.622333333333334,28.545666666666666,28.0045,1995-09-15 12:00:00,28.0045,26.897250000000042
1995,10,1995-10-01,26.925,-80.85,298.7497,25.99774193548387,26.20387096774194,26.098387096774193,26.6624,26.260376344086023,1995-10-16 00:00:00,26.260376344086023,25.59970000000004
1995,11,1995-11-01,26.925,-80.85,294.00862333333333,20.497,20.476,20.823666666666668,21.54714285714286,20.802722222222222,1995-11-15 12:00:00,20.802722222222222,20.858623333333355
1995,12,1995-12-01,26.925,-80.85,291.181605,17.00774193548387,17.056774193548385,17.493548387096773,18.199677419354842,17.439435483870966,1995-12-16 00:00:00,17.439435483870966,18.031605000000013
1996,1,1996-01-01,26.925,-80.85,290.7123966666667,16.06451612903226,16.424516129032256,16.217741935483872,16.859354838709677,16.391532258064515,1996-01-16 00:00:00,16.391532258064515,17.5623966666667
1996,2,1996-02-01,26.925,-80.85,290.73509666666666,16.947586206896553,17.093103448275862,17.026896551724136,17.808620689655175,17.21905172413793,1996-02-15 00:00:00,17.21905172413793,17.585096666666686
1996,3,1996-03-01,26.925,-80.85,291.95975833333335,18.273870967741935,18.49290322580645,18.52,19.168709677419354,18.613870967741935,1996-03-16 00:00:00,18.613870967741935,18.809758333333377
1996,4,1996-04-01,26.925,-80.85,295.48372166666667,22.455333333333332,23.07740740740741,22.478333333333335,23.209,22.700666666666667,1996-04-15 12:00:00,22.700666666666667,22.33372166666669
1996,5,1996-05-01,26.925,-80.85,298.6856516666667,25.468387096774194,25.823225806451614,25.404193548387095,26.293225806451613,25.747258064516128,1996-05-16 00:00:00,25.747258064516128,25.535651666666695
1996,6,1996-06-01,26.925,-80.85,299.2363516666667,26.356333333333332,26.426333333333332,26.2,27.055333333333333,26.5095,1996-06-15 12:00:00,26.5095,26.0863516666667
1996,7,1996-07-01,26.925,-80.85,300.98480666666666,28.373548387096776,28.51483870967742,28.205483870967743,29.093548387096774,28.546854838709677,1996-07-16 00:00:00,28.546854838709677,27.83480666666668
1996,8,1996-08-01,26.925,-80.85,300.3274783333333,27.638709677419353,27.74774193548387,27.562258064516126,28.479032258064517,27.85693548387097,1996-08-16 00:00:00,27.85693548387097,27.17747833333334
1996,9,1996-09-01,26.925,-80.85,300.1430516666667,27.479333333333333,27.719,27.522,28.341,27.765333333333334,1996-09-15 12:00:00,27.765333333333334,26.9930516666667
1996,10,1996-10-01,26.925,-80.85,297.52662166666664,24.664193548387097,24.855483870967742,24.768709677419356,25.582903225806454,24.967822580645162,1996-10-16 00:00:00,24.967822580645162,24.376621666666665
1996,11,1996-11-01,26.925,-80.85,294.9284833333333,20.968666666666664,20.882333333333335,21.216,21.939666666666668,21.251666666666665,1996-11-15 12:00:00,21.251666666666665,21.778483333333327
1996,12,1996-12-01,26.925,-80.85,292.930385,18.457727272727272,18.409354838709678,18.536774193548386,18.83086956521739,18.691021505376344,1996-12-16 00:00:00,18.691021505376344,19.780385000000024
1997,1,1997-01-01,26.925,-80.85,292.0807883333334,18.03806451612903,17.969032258064516,18.03806451612903,18.819,18.237983870967742,1997-01-16 00:00:00,18.237983870967742,18.930788333333396
1997,2,1997-02-01,26.925,-80.85,294.49827166666665,20.923571428571428,20.969642857142855,21.01607142857143,21.830714285714286,21.185000000000002,1997-02-14 12:00:00,21.185000000000002,21.348271666666676
1997,3,1997-03-01,26.925,-80.85,296.57945333333333,23.270967741935483,23.340967741935483,23.25774193548387,24.100322580645162,23.4925,1997-03-16 00:00:00,23.4925,23.429453333333356
1997,4,1997-04-01,26.925,-80.85,295.829395,22.346333333333334,22.431333333333335,22.441666666666666,23.15266666666667,22.593,1997-04-15 12:00:00,22.593,22.679395
1997,5,1997-05-01,26.925,-80.85,298.49991500000004,25.32774193548387,25.36967741935484,25.240322580645163,26.054516129032258,25.498064516129034,1997-05-16 00:00:00,25.498064516129034,25.349915000000067
1997,6,1997-06-01,26.925,-80.85,299.7050683333334,27.0,26.962666666666667,26.71033333333333,27.634999999999998,27.077,1997-06-15 12:00:00,27.077,26.555068333333395
1997,7,1997-07-01,26.925,-80.85,300.72318333333334,28.139032258064514,27.917419354838707,27.899354838709677,28.85967741935484,28.20387096774194,1997-07-16 00:00:00,28.20387096774194,27.57318333333336
1997,8,1997-08-01,26.925,-80.85,300.4470566666667,28.206451612903226,27.946129032258067,27.78838709677419,28.820967741935487,28.190483870967743,1997-08-16 00:00:00,28.190483870967743,27.29705666666672
1997,9,1997-09-01,26.925,-80.85,299.661765,27.299333333333333,27.274333333333335,27.041,27.979333333333333,27.398500000000002,1997-09-15 12:00:00,27.398500000000002,26.511765000000025
1997,10,1997-10-01,26.925,-80.85,297.59671,24.442580645161293,24.73709677419355,24.761935483870968,25.523225806451613,24.866209677419352,1997-10-16 00:00:00,24.866209677419352,24.446709999999996
1997,11,1997-11-01,26.925,-80.85,294.41071500000004,20.77766666666667,20.906000000000002,21.17366666666667,21.946666666666665,21.201,1997-11-15 12:00:00,21.201,21.26071500000006
1997,12,1997-12-01,26.925,-80.85,291.6992383333333,18.139032258064514,18.421935483870968,18.44483870967742,19.324193548387097,18.5825,1997-12-16 00:00:00,18.5825,18.549238333333335
1998,1,1998-01-01,26.925,-80.85,292.214125,18.653548387096773,18.73516129032258,18.863225806451613,19.705161290322582,18.989274193548386,1998-01-16 00:00:00,18.989274193548386,19.064125000000047
1998,2,1998-02-01,26.925,-80.85,291.4759716666667,17.868928571428572,18.1675,18.10892857142857,18.865357142857142,18.25267857142857,1998-02-14 12:00:00,18.25267857142857,18.325971666666703
1998,3,1998-03-01,26.925,-80.85,292.2227183333334,18.739677419354837,18.86741935483871,18.771935483870966,19.588387096774195,18.991854838709674,1998-03-16 00:00:00,18.991854838709674,19.0727183333334
1998,4,1998-04-01,26.925,-80.85,295.9413133333333,22.90266666666667,22.987000000000002,22.647666666666666,23.519000000000002,23.014083333333335,1998-04-15 12:00:00,23.014083333333335,22.791313333333335
1998,5,1998-05-01,26.925,-80.85,299.33465333333334,26.18903225806452,26.058387096774194,25.749354838709678,26.610967741935486,26.151935483870968,1998-05-16 00:00:00,26.151935483870968,26.184653333333358
1998,6,1998-06-01,26.925,-80.85,302.5303666666667,28.931333333333335,28.759999999999998,28.619333333333334,29.494333333333334,28.95125,1998-06-15 12:00:00,28.95125,29.380366666666703
1998,7,1998-07-01,26.925,-80.85,301.733245,28.813225806451616,28.47741935483871,28.24516129032258,29.213548387096775,28.68733870967742,1998-07-16 00:00:00,28.68733870967742,28.583245000000034
1998,8,1998-08-01,26.925,-80.85,301.38228833333335,28.53258064516129,28.73548387096774,28.58451612903226,29.463548387096775,28.82903225806452,1998-08-16 00:00:00,28.82903225806452,28.232288333333372
1998,9,1998-09-01,26.925,-80.85,300.495165,28.898965517241383,27.658666666666665,27.379666666666665,28.369000000000003,28.07113888888889,1998-09-15 12:00:00,28.07113888888889,27.34516500000001
1998,10,1998-10-01,26.925,-80.85,298.8966383333333,26.92064516129032,26.330967741935485,26.247419354838712,27.44,26.616505376344087,1998-10-16 00:00:00,26.616505376344087,25.74663833333335
1998,11,1998-11-01,26.925,-80.85,296.18278833333335,23.627,23.69,23.694000000000003,23.8372,23.69038888888889,1998-11-15 12:00:00,23.69038888888889,23.03278833333337
1998,12,1998-12-01,26.925,-80.85,294.5115533333333,21.240967741935485,21.117666666666665,21.64,21.683870967741935,21.438387096774196,1998-12-16 00:00:00,21.438387096774196,21.361553333333347
1999,1,1999-01-01,26.925,-80.85,293.0167,19.051290322580645,18.75741935483871,19.30516129032258,19.21709677419355,19.082741935483874,1999-01-16 00:00:00,19.082741935483874,19.866700000000037
1999,2,1999-02-01,26.925,-80.85,292.8660466666667,18.958148148148148,18.997142857142855,19.722857142857144,19.636428571428574,19.35544642857143,1999-02-14 12:00:00,19.35544642857143,19.716046666666728
1999,3,1999-03-01,26.925,-80.85,293.5228916666667,19.752903225806453,19.837096774193547,20.313225806451616,20.192258064516132,20.023870967741935,1999-03-16 00:00:00,20.023870967741935,20.372891666666703
1999,4,1999-04-01,26.925,-80.85,297.4946683333333,23.700666666666667,23.673,24.153333333333332,24.057000000000002,23.896,1999-04-15 12:00:00,23.896,24.344668333333345
1999,5,1999-05-01,26.925,-80.85,297.9419383333333,24.56451612903226,24.494193548387095,25.083548387096776,24.9541935483871,24.77411290322581,1999-05-16 00:00:00,24.77411290322581,24.79193833333335
1999,6,1999-06-01,26.925,-80.85,299.09684,26.175666666666665,25.944000000000003,26.336666666666666,26.353666666666665,26.2025,1999-06-15 12:00:00,26.2025,25.94684000000001
1999,7,1999-07-01,26.925,-80.85,300.70432166666666,27.904193548387095,27.84,28.030967741935484,28.081290322580646,27.964112903225807,1999-07-16 00:00:00,27.964112903225807,27.55432166666668
1999,8,1999-08-01,26.925,-80.85,300.71358833333335,28.073870967741936,27.73032258064516,28.211612903225806,28.283548387096772,28.074838709677422,1999-08-16 00:00:00,28.074838709677422,27.56358833333337
1999,9,1999-09-01,26.925,-80.85,299.7785383333333,26.912333333333333,26.729666666666667,27.133333333333333,27.183,26.989583333333332,1999-09-15 12:00:00,26.989583333333332,26.628538333333324
1999,10,1999-10-01,26.925,-80.85,297.800965,24.575483870967744,24.57677419354839,25.076129032258066,25.054193548387094,24.820645161290326,1999-10-16 00:00:00,24.820645161290326,24.650965000000042
1999,11,1999-11-01,26.925,-80.85,294.62082000000004,20.987000000000002,20.837,21.759666666666664,21.618666666666666,21.300583333333336,1999-11-15 12:00:00,21.300583333333336,21.47082000000006
1999,12,1999-12-01,26.925,-80.85,292.304755,18.31064516129032,18.211290322580645,18.94741935483871,18.904838709677417,18.593548387096774,1999-12-16 00:00:00,18.593548387096774,19.154755000000023
2000,1,2000-01-01,26.925,-80.85,291.4077966666667,17.544838709677418,17.468387096774194,18.101935483870967,17.983225806451614,17.77459677419355,2000-01-16 00:00:00,17.77459677419355,18.257796666666707
2000,2,2000-02-01,26.925,-80.85,291.979555,17.939655172413794,18.156206896551723,18.46551724137931,18.31,18.217844827586205,2000-02-15 00:00:00,18.217844827586205,18.829555000000028
2000,3,2000-03-01,26.925,-80.85,295.2056983333334,21.843548387096774,22.059354838709677,22.466129032258067,22.294838709677418,22.165967741935482,2000-03-16 00:00:00,22.165967741935482,22.055698333333396
2000,4,2000-04-01,26.925,-80.85,295.466755,22.122333333333334,22.287,22.655666666666665,22.425666666666665,22.372666666666667,2000-04-15 12:00:00,22.372666666666667,22.316755
2000,5,2000-05-01,26.925,-80.85,298.970825,25.588064516129034,25.806774193548385,25.858709677419355,25.81032258064516,25.765967741935484,2000-05-16 00:00:00,25.765967741935484,25.820825000000013
2000,6,2000-06-01,26.925,-80.85,300.0583966666666,26.855999999999998,26.91033333333333,27.045,27.029,26.960083333333333,2000-06-15 12:00:00,26.960083333333333,26.908396666666647
2000,7,2000-07-01,26.925,-80.85,300.2618816666667,27.51451612903226,27.360967741935486,27.741612903225807,27.68548387096774,27.575645161290325,2000-07-16 00:00:00,27.575645161290325,27.111881666666704
2000,8,2000-08-01,26.925,-80.85,300.42572,27.551612903225806,27.583870967741937,27.621290322580645,27.568387096774195,27.581290322580646,2000-08-16 00:00:00,27.581290322580646,27.275720000000035
2000,9,2000-09-01,26.925,-80.85,300.27825666666666,27.500999999999998,27.35533333333333,27.605999999999998,27.436,27.47458333333333,2000-09-15 12:00:00,27.47458333333333,27.128256666666687
2000,10,2000-10-01,26.925,-80.85,296.81201333333337,23.24483870967742,23.086451612903225,23.956774193548387,23.629677419354838,23.479435483870965,2000-10-16 00:00:00,23.479435483870965,23.66201333333339
2000,11,2000-11-01,26.925,-80.85,294.34160833333334,20.458333333333332,20.236333333333334,21.038999999999998,20.791,20.63116666666667,2000-11-15 12:00:00,20.63116666666667,21.191608333333363
2000,12,2000-12-01,26.925,-80.85,291.808695,17.186774193548384,16.942258064516132,17.756451612903227,17.369032258064514,17.313629032258063,2000-12-16 00:00:00,17.313629032258063,18.658695000000023
2001,1,2001-01-01,26.925,-80.85,288.5363066666667,14.065483870967741,14.23741935483871,14.719354838709679,14.333870967741936,14.339032258064515,2001-01-16 00:00:00,14.339032258064515,15.386306666666712
2001,2,2001-02-01,26.925,-80.85,294.6203066666667,21.18607142857143,21.261428571428574,21.618571428571432,21.33142857142857,21.349375000000002,2001-02-14 12:00:00,21.349375000000002,21.470306666666716
2001,3,2001-03-01,26.925,-80.85,294.14767166666667,20.374193548387098,20.416774193548385,21.154193548387095,20.719677419354838,20.666209677419356,2001-03-16 00:00:00,20.666209677419356,20.99767166666669
2001,4,2001-04-01,26.925,-80.85,295.92583666666667,22.701999999999998,22.862333333333332,23.288333333333334,23.136000000000003,22.99716666666667,2001-04-15 12:00:00,22.99716666666667,22.77583666666669
2001,5,2001-05-01,26.925,-80.85,297.55673,24.265483870967742,23.989677419354837,24.57935483870968,24.41032258064516,24.311209677419356,2001-05-16 00:00:00,24.311209677419356,24.40673000000004
2001,6,2001-06-01,26.925,-80.85,299.80994833333335,26.717,26.57766666666667,27.071666666666665,27.053333333333335,26.854916666666668,2001-06-15 12:00:00,26.854916666666668,26.659948333333375
2001,7,2001-07-01,26.925,-80.85,300.01628,26.964193548387097,26.756774193548388,27.192580645161293,27.161290322580644,27.018709677419356,2001-07-16 00:00:00,27.018709677419356,26.866280000000017
2001,8,2001-08-01,26.925,-80.85,300.59033666666664,27.9358064516129,28.03774193548387,28.286774193548386,28.2041935483871,28.116129032258065,2001-08-16 00:00:00,28.116129032258065,27.440336666666667
2001,9,2001-09-01,26.925,-80.85,299.12847833333336,26.242666666666665,26.295,26.490333333333336,26.442666666666664,26.367666666666665,2001-09-15 12:00:00,26.367666666666665,25.978478333333385
2001,10,2001-10-01,26.925,-80.85,297.31079666666665,24.043548387096774,24.080645161290324,24.65096774193548,24.478064516129034,24.313306451612902,2001-10-16 00:00:00,24.313306451612902,24.16079666666667
2001,11,2001-11-01,26.925,-80.85,294.98737166666666,21.68433333333333,21.808666666666667,22.235333333333333,22.115333333333336,21.960916666666666,2001-11-15 12:00:00,21.960916666666666,21.837371666666684
2001,12,2001-12-01,26.925,-80.85,294.06478,20.914516129032258,21.108387096774194,21.443870967741937,21.371935483870967,21.20967741935484,2001-12-16 00:00:00,21.20967741935484,20.914780000000007
2002,1,2002-01-01,26.925,-80.85,291.87468666666666,17.852903225806454,18.174838709677417,18.193225806451615,18.090967741935486,18.077983870967742,2002-01-16 00:00:00,18.077983870967742,18.724686666666685
2002,2,2002-02-01,26.925,-80.85,292.0102416666667,18.337500000000002,18.578928571428573,19.089285714285715,18.610666666666667,18.70565476190476,2002-02-14 12:00:00,18.70565476190476,18.860241666666695
2002,3,2002-03-01,26.925,-80.85,295.221045,21.66516129032258,22.50258064516129,22.23548387096774,22.0058064516129,22.102258064516132,2002-03-16 00:00:00,22.102258064516132,22.071045000000026
2002,4,2002-04-01,26.925,-80.85,297.5398333333333,24.293999999999997,24.663333333333334,24.634666666666664,24.569333333333336,24.540333333333333,2002-04-15 12:00:00,24.540333333333333,24.389833333333343
2002,5,2002-05-01,26.925,-80.85,299.16423333333336,25.63064516129032,25.944444444444443,26.144193548387097,25.99806451612903,25.934865591397852,2002-05-16 00:00:00,25.934865591397852,26.01423333333338
2002,6,2002-06-01,26.925,-80.85,299.34676833333333,26.28533333333333,26.510714285714283,26.465333333333334,26.43166666666667,26.440083333333334,2002-06-15 12:00:00,26.440083333333334,26.196768333333353
2002,7,2002-07-01,26.925,-80.85,300.2547916666667,27.42774193548387,27.797096774193548,27.67838709677419,27.63774193548387,27.635241935483872,2002-07-16 00:00:00,27.635241935483872,27.1047916666667
2002,8,2002-08-01,26.925,-80.85,300.54817166666663,27.451612903225808,27.776451612903227,27.753548387096775,27.726774193548387,27.677096774193547,2002-08-16 00:00:00,27.677096774193547,27.398171666666656
